,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
93,Bacillus~phage~BCP8-2,Caudovirales,Myoviridae,Bc431virus,,Overlap (VC_86/VC_87),,,,,,,,,,
97,Bacillus~phage~BalMu-1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
99,Bacillus~phage~Bastille,Caudovirales,Myoviridae,Bastillevirus,,Overlap (VC_86/VC_87),,,,,,,,,,
100,Bacillus~phage~Bcp1,Caudovirales,Myoviridae,Bc431virus,,Overlap (VC_86/VC_87),,,,,,,,,,
102,Bacillus~phage~BigBertha,Caudovirales,Myoviridae,B4virus,,Overlap (VC_86/VC_87),,,,,,,,,,
103,Bacillus~phage~Bobb,Caudovirales,Myoviridae,Agatevirus,,Overlap (VC_86/VC_87),,,,,,,,,,
104,Bacillus~phage~Bp8p-C,Caudovirales,Myoviridae,Agatevirus,,Overlap (VC_86/VC_87),,,,,,,,,,
105,Bacillus~phage~BtCS33,Unassigned,Unassigned,Unassigned,,Overlap (VC_103/VC_110),,,,,,,,,,
106,Bacillus~phage~CAM003,Caudovirales,Myoviridae,Bastillevirus,,Overlap (VC_86/VC_87),,,,,,,,,,
111,Bacillus~phage~Deep~Blue,Caudovirales,Myoviridae,Bc431virus,,Overlap (VC_86/VC_87),,,,,,,,,,
113,Bacillus~phage~Eldridge,Unassigned,Unassigned,Unassigned,,Overlap (VC_86/VC_87),,,,,,,,,,
114,Bacillus~phage~Evoli,Caudovirales,Myoviridae,Bastillevirus,,Overlap (VC_86/VC_87),,,,,,,,,,
119,Bacillus~phage~Grass,Caudovirales,Myoviridae,Nit1virus,,Overlap (VC_86/VC_87),,,,,,,,,,
121,Bacillus~phage~Hoody~T,Caudovirales,Myoviridae,Bastillevirus,,Overlap (VC_86/VC_87),,,,,,,,,,
122,Bacillus~phage~JBP901,Caudovirales,Myoviridae,Bc431virus,,Overlap (VC_86/VC_87),,,,,,,,,,
126,Bacillus~phage~Mater,Caudovirales,Myoviridae,Unassigned,,Overlap (VC_86/VC_87),,,,,,,,,,
128,Bacillus~phage~Moonbeam,Caudovirales,Myoviridae,Unassigned,,Overlap (VC_86/VC_87),,,,,,,,,,
132,Bacillus~phage~PBC1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
133,Bacillus~phage~PM1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
138,Bacillus~phage~PfEFR-5,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
139,Bacillus~phage~Phrodo,Unassigned,Unassigned,Unassigned,,Overlap (VC_86/VC_87),,,,,,,,,,
142,Bacillus~phage~Riley,Caudovirales,Myoviridae,B4virus,,Overlap (VC_86/VC_87),,,,,,,,,,
143,Bacillus~phage~SP-10,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
146,Bacillus~phage~SPG24,Caudovirales,Myoviridae,Nit1virus,,Outlier,,,,,,,,,,
151,Bacillus~phage~Shbh1,Unassigned,Unassigned,Unassigned,,Overlap (VC_86/VC_87),,,,,,,,,,
153,Bacillus~phage~Spock,Caudovirales,Myoviridae,B4virus,,Overlap (VC_86/VC_87),,,,,,,,,,
159,Bacillus~phage~Troll,Caudovirales,Myoviridae,B4virus,,Overlap (VC_86/VC_87),,,,,,,,,,
160,Bacillus~phage~TsarBomba,Caudovirales,Myoviridae,Tsarbombavirus,,Overlap (VC_86/VC_87),,,,,,,,,,
161,Bacillus~phage~VMY22,Unassigned,Unassigned,Unassigned,,Overlap (VC_48/VC_50),,,,,,,,,,
163,Bacillus~phage~Waukesha92,Unassigned,Unassigned,Unassigned,,Overlap (VC_103/VC_111),,,,,,,,,,
166,Bacillus~phage~phBC6A51,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
167,Bacillus~phage~phBC6A52,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
168,Bacillus~phage~phIS3501,Unassigned,Unassigned,Unassigned,,Overlap (VC_103/VC_110),,,,,,,,,,
169,Bacillus~phage~phi105,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
170,Bacillus~phage~phi4B1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
171,Bacillus~phage~phi4J1,Unassigned,Unassigned,Unassigned,,Overlap (VC_103/VC_111),,,,,,,,,,
172,Bacillus~phage~phiAGATE,Caudovirales,Myoviridae,Agatevirus,,Overlap (VC_86/VC_87),,,,,,,,,,
173,Bacillus~phage~phiCM3,Unassigned,Unassigned,Unassigned,,Overlap (VC_103/VC_110),,,,,,,,,,
174,Bacillus~phage~phiNIT1,Caudovirales,Myoviridae,Nit1virus,,Overlap (VC_86/VC_87),,,,,,,,,,
176,Bacillus~phage~vB_BceM_Bc431v3,Caudovirales,Myoviridae,Bc431virus,,Overlap (VC_86/VC_87),,,,,,,,,,
177,Bacillus~phage~vB_BhaS-171,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
178,Bacillus~phage~vB_BtS_BMBtp3,Unassigned,Unassigned,Unassigned,,Overlap (VC_103/VC_111),,,,,,,,,,
183,Bacillus~virus~B103,Caudovirales,Podoviridae,Phi29virus,,Overlap (VC_48/VC_50),,,,,,,,,,
190,Bacillus~virus~GA1,Caudovirales,Podoviridae,Phi29virus,,Overlap (VC_48/VC_50),,,,,,,,,,
196,Bacillus~virus~phi29,Caudovirales,Podoviridae,Phi29virus,,Overlap (VC_48/VC_50),,,,,,,,,,
201,Bdellovibrio~phage~phi1402,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
202,Bdellovibrio~phage~phi1422,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
204,Bordetella~virus~BPP1,Caudovirales,Podoviridae,Bpp1virus,,Outlier,,,,,,,,,,
207,Brevibacillus~phage~Jenst,Caudovirales,Siphoviridae,Jenstvirus,,Outlier,,,,,,,,,,
211,Brochothrix~phage~A9,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
212,Brochothrix~phage~BL3,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
213,Brochothrix~phage~NF5,Unassigned,Unassigned,Unassigned,,Overlap (VC_105/VC_150),,,,,,,,,,
214,Brucella~phage~BiPBO1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
220,Burkholderia~phage~BcepGomr,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
225,Burkholderia~phage~KS10,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
234,Burkholderia~virus~BcepC6B,Caudovirales,Podoviridae,Bpp1virus,,Outlier,,,,,,,,,,
235,Burkholderia~virus~BcepF1,Caudovirales,Myoviridae,Pbunavirus,,Outlier,,,,,,,,,,
236,Burkholderia~virus~BcepMu,Caudovirales,Myoviridae,Bcepmuvirus,,Overlap (VC_138/VC_171),,,,,,,,,,
247,Burkholderia~virus~phiE255,Caudovirales,Myoviridae,Bcepmuvirus,,Overlap (VC_138/VC_171),,,,,,,,,,
256,Caulobacter~phage~Cr30,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
270,Cellulophaga~phage~phi14:2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
277,Cellulophaga~phage~phi38:1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
278,Cellulophaga~phage~phi39:1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
279,Cellulophaga~phage~phi46:1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
281,Cellulophaga~phage~phi48:2,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
284,Cellulophaga~phage~phiST,Caudovirales,Siphoviridae,Cbastvirus,,Singleton,,,,,,,,,,
285,Chimpanzee~faeces~associated~microphage~1,Unassigned,Unassigned,Unassigned,,Overlap (VC_141/VC_196),,,,,,,,,,
287,Chimpanzee~faeces~associated~microphage~3,Unassigned,Unassigned,Unassigned,,Overlap (VC_141/VC_196),,,,,,,,,,
291,Chlamydia~virus~Chp1,Unassigned,Microviridae,Chlamydiamicrovirus,,Singleton,,,,,,,,,,
313,Clostridium~phage~c-st,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
314,Clostridium~phage~phi24R,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
316,Clostridium~phage~phi8074-B1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
319,Clostridium~phage~phiCD211,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
324,Clostridium~phage~phiCD6356,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
336,Clostridium~phage~phiCT19406C,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
337,Clostridium~phage~phiCT453A,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
339,Clostridium~phage~phiCT9441A,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
349,Clostridium~phage~vB_CpeS-CP51,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
353,Colwellia~phage~9A,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
354,Corynebacterium~phage~BFK20,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
355,Corynebacterium~phage~P1201,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
356,Croceibacter~phage~P2559S,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
357,Croceibacter~phage~P2559Y,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
364,Cronobacter~phage~ENT39118,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
365,Cronobacter~phage~ENT47670,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
368,Cronobacter~phage~phiES15,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
377,Cyanophage~KBS-S-2A,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
389,Cyanophage~S-TIM5,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
393,Deftia~phage~phiW-14,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
398,Dinoroseobacter~phage~DFL12phi1,Caudovirales,Podoviridae,Dfl12virus,,Overlap (VC_7/VC_10),,,,,,,,,,
399,Edwardsiella~phage~GF-2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
404,Edwardsiella~phage~eiAU-183,Caudovirales,Siphoviridae,Eiauvirus,,Outlier,,,,,,,,,,
405,Eel~River~basin~pequenovirus,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
410,Enterobacter~phage~EcP1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
421,Enterobacteria~phage~BP-4795,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
424,Enterobacteria~phage~ES18,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
431,Enterobacteria~phage~HK225,Unassigned,Unassigned,Unassigned,,Overlap (VC_162/VC_163/VC_232),,,,,,,,,,
435,Enterobacteria~phage~HK629,Caudovirales,Siphoviridae,Lambdavirus,,Overlap (VC_163/VC_232),,,,,,,,,,
436,Enterobacteria~phage~HK630,Caudovirales,Siphoviridae,Lambdavirus,,Overlap (VC_163/VC_232),,,,,,,,,,
442,Enterobacteria~phage~IME10,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
444,Enterobacteria~phage~Ike,Unassigned,Inoviridae,Lineavirus,,Overlap (VC_244/VC_245),,,,,,,,,,
445,Enterobacteria~phage~J8-65,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
452,Enterobacteria~phage~P4,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
467,Enterobacteria~phage~SfI,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
479,Enterobacteria~phage~YYZ-2008,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
481,Enterobacteria~phage~cdtI,Unassigned,Unassigned,Unassigned,,Overlap (VC_162/VC_163/VC_231/VC_232),,,,,,,,,,
485,Enterobacteria~phage~mEp043~c-1,Unassigned,Unassigned,Unassigned,,Overlap (VC_160/VC_163),,,,,,,,,,
487,Enterobacteria~phage~mEp237,Unassigned,Unassigned,Unassigned,,Overlap (VC_162/VC_163/VC_232),,,,,,,,,,
488,Enterobacteria~phage~mEp460,Unassigned,Unassigned,Unassigned,,Overlap (VC_162/VC_163/VC_231/VC_232),,,,,,,,,,
491,Enterobacteria~phage~phi80,Unassigned,Unassigned,Unassigned,,Overlap (VC_162/VC_163/VC_232),,,,,,,,,,
501,Enterobacterial~phage~mEp213,Unassigned,Unassigned,Unassigned,,Overlap (VC_160/VC_163),,,,,,,,,,
503,Enterobacterial~phage~mEp390,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
507,Enterococcus~phage~EF62phi,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
509,Enterococcus~phage~EFC-1,Unassigned,Unassigned,Unassigned,,Overlap (VC_95/VC_105/VC_150),,,,,,,,,,
512,Enterococcus~phage~EFRM31,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
522,Enterococcus~phage~phiEf11,Unassigned,Unassigned,Unassigned,,Overlap (VC_95/VC_105/VC_150),,,,,,,,,,
526,Enterococcus~phage~phiFL4A,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
529,Enterococcus~phage~vB_EfaS_IME197,Unassigned,Unassigned,Unassigned,,Overlap (VC_95/VC_105/VC_150),,,,,,,,,,
537,Erwinia~phage~PEp14,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
556,Erysipelothrix~phage~SE-1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
567,Escherichia~phage~CAjan,Caudovirales,Siphoviridae,Seuratvirus,,Overlap (VC_4/VC_15),,,,,,,,,,
575,Escherichia~phage~ECML-117,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
580,Escherichia~phage~FFH2,Caudovirales,Myoviridae,V5virus,,Overlap (VC_205/VC_224),,,,,,,,,,
581,Escherichia~phage~FV3,Caudovirales,Myoviridae,V5virus,,Overlap (VC_205/VC_224),,,,,,,,,,
584,Escherichia~phage~HK639,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
591,Escherichia~phage~JES2013,Caudovirales,Myoviridae,V5virus,,Overlap (VC_205/VC_224),,,,,,,,,,
612,Escherichia~phage~Pollock,Caudovirales,Podoviridae,Sp58virus,,Overlap (VC_7/VC_11),,,,,,,,,,
616,Escherichia~phage~Seurat,Caudovirales,Siphoviridae,Seuratvirus,,Overlap (VC_4/VC_15),,,,,,,,,,
621,Escherichia~phage~V5,Caudovirales,Myoviridae,V5virus,,Overlap (VC_205/VC_224),,,,,,,,,,
632,Escherichia~phage~slur01,Unassigned,Unassigned,Unassigned,,Overlap (VC_4/VC_15),,,,,,,,,,
638,Escherichia~phage~slur16,Unassigned,Unassigned,Unassigned,,Overlap (VC_205/VC_224),,,,,,,,,,
668,Escherichia~virus~BZ13,Unassigned,Leviviridae,Levivirus,,Overlap (VC_183/VC_184),,,,,,,,,,
680,Escherichia~virus~Lambda,Caudovirales,Siphoviridae,Lambdavirus,,Overlap (VC_163/VC_232),,,,,,,,,,
682,Escherichia~virus~MS2,Unassigned,Leviviridae,Levivirus,,Overlap (VC_183/VC_184),,,,,,,,,,
684,Escherichia~virus~N15,Caudovirales,Siphoviridae,N15virus,,Overlap (VC_162/VC_163/VC_232),,,,,,,,,,
695,Flavobacterium~phage~11b,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
716,Gokushovirinae~Bog8989_22,Unassigned,Unassigned,Unassigned,,Overlap (VC_141/VC_142),,,,,,,,,,
719,Gokushovirinae~GAIR4,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
720,Gokushovirinae~GNX3R,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
722,Gordonia~phage~Bantam,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
731,Gordonia~phage~Cozz,Unassigned,Unassigned,Unassigned,,Overlap (VC_264/VC_268),,,,,,,,,,
734,Gordonia~phage~Emalyn,Unassigned,Unassigned,Unassigned,,Overlap (VC_264/VC_268),,,,,,,,,,
735,Gordonia~phage~Eyre,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
739,Gordonia~phage~GMA4,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
741,Gordonia~phage~GMA6,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
745,Gordonia~phage~GTE2,Unassigned,Unassigned,Unassigned,,Overlap (VC_264/VC_268),,,,,,,,,,
750,Gordonia~phage~Ghobes,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
758,Gordonia~phage~JSwag,Unassigned,Unassigned,Unassigned,,Overlap (VC_272/VC_273),,,,,,,,,,
760,Gordonia~phage~KatherineG,Unassigned,Unassigned,Unassigned,,Overlap (VC_272/VC_273),,,,,,,,,,
766,Gordonia~phage~Nyceirae,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
770,Gordonia~phage~Orchid,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
772,Gordonia~phage~Remus,Unassigned,Unassigned,Unassigned,,Overlap (VC_272/VC_273),,,,,,,,,,
773,Gordonia~phage~Rosalind,Unassigned,Unassigned,Unassigned,,Overlap (VC_272/VC_273),,,,,,,,,,
777,Gordonia~phage~Soups,Caudovirales,Siphoviridae,Soupsvirus,,Overlap (VC_272/VC_273),,,,,,,,,,
779,Gordonia~phage~Terapin,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
788,Gordonia~phage~Yvonnetastic,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
794,Haemophilus~phage~SuMu,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
802,Halogeometricum~pleomorphic~virus~1,Unassigned,Pleolipoviridae,Betapleolipovirus,,Singleton,,,,,,,,,,
806,Halorubrum~pleomorphic~virus~1,Unassigned,Pleolipoviridae,Alphapleolipovirus,,Overlap (VC_279/VC_280),,,,,,,,,,
807,Halorubrum~pleomorphic~virus~2,Unassigned,Pleolipoviridae,Alphapleolipovirus,,Overlap (VC_279/VC_280),,,,,,,,,,
808,Halorubrum~pleomorphic~virus~3,Unassigned,Pleolipoviridae,Betapleolipovirus,,Singleton,,,,,,,,,,
809,Halorubrum~pleomorphic~virus~6,Unassigned,Pleolipoviridae,Alphapleolipovirus,,Overlap (VC_279/VC_280),,,,,,,,,,
814,Halovirus~HGTV-1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
815,Halovirus~HHTV-1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
817,Halovirus~HRTV-4,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
819,Halovirus~HRTV-7,Unassigned,Unassigned,Unassigned,,Overlap (VC_282/VC_283),,,,,,,,,,
821,Halovirus~HSTV-1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
822,Halovirus~HSTV-2,Unassigned,Unassigned,Unassigned,,Overlap (VC_282/VC_283),,,,,,,,,,
824,Halovirus~VNH-1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
830,His~1~virus,Unassigned,Unassigned,Salterprovirus,,Singleton,,,,,,,,,,
831,His2~virus,Unassigned,Pleolipoviridae,Gammapleolipovirus,,Singleton,,,,,,,,,,
832,Hydrogenobaculum~phage~1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
833,Hyperthermophilic~Archaeal~Virus~1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
834,Hyperthermophilic~Archaeal~Virus~2,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
835,Idiomarinaceae~phage~1N2-2,Unassigned,Unassigned,Unassigned,,Overlap (VC_47/VC_152/VC_156),,,,,,,,,,
845,Klebsiella~phage~K64-1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
870,Lactobacillus~phage~CL1,Unassigned,Unassigned,Unassigned,,Overlap (VC_125/VC_149),,,,,,,,,,
871,Lactobacillus~phage~CL2,Unassigned,Unassigned,Unassigned,,Overlap (VC_125/VC_149),,,,,,,,,,
882,Lactobacillus~phage~Ldl1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
883,Lactobacillus~phage~LfeInf,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
884,Lactobacillus~phage~LfeSau,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
886,Lactobacillus~phage~Lv-1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
889,Lactobacillus~phage~PLE3,Unassigned,Unassigned,Unassigned,,Overlap (VC_125/VC_149),,,,,,,,,,
890,Lactobacillus~phage~Sha1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
892,Lactobacillus~phage~iLp1308,Unassigned,Unassigned,Unassigned,,Overlap (VC_125/VC_149),,,,,,,,,,
893,Lactobacillus~phage~iLp84,Unassigned,Unassigned,Unassigned,,Overlap (VC_125/VC_149),,,,,,,,,,
900,Lactobacillus~phage~phiadh,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
901,Lactobacillus~phage~phig1e,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
903,Lactobacillus~prophage~Lj928,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
904,Lactobacillus~prophage~Lj965,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
907,Lactobacillus~virus~LP65,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
908,Lactobacillus~virus~Lb338-1,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
913,Lactococcus~phage~1706,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
914,Lactococcus~phage~28201,Unassigned,Unassigned,Unassigned,,Overlap (VC_286/VC_288),,,,,,,,,,
916,Lactococcus~phage~50101,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_288),,,,,,,,,,
917,Lactococcus~phage~63301,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_288),,,,,,,,,,
919,Lactococcus~phage~98201,Unassigned,Unassigned,Unassigned,,Overlap (VC_286/VC_288),,,,,,,,,,
920,Lactococcus~phage~BK5-T,Unassigned,Unassigned,Unassigned,,Overlap (VC_287/VC_288),,,,,,,,,,
929,Lactococcus~phage~P087,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
933,Lactococcus~phage~P335~sensu~lato,Unassigned,Unassigned,Unassigned,,Overlap (VC_287/VC_288),,,,,,,,,,
935,Lactococcus~phage~PLgT-1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
937,Lactococcus~phage~TP901-1,Unassigned,Unassigned,Unassigned,,Overlap (VC_105/VC_150/VC_288),,,,,,,,,,
938,Lactococcus~phage~Tuc2009,Unassigned,Unassigned,Unassigned,,Overlap (VC_105/VC_150/VC_288),,,,,,,,,,
940,Lactococcus~phage~asccphi28,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
942,Lactococcus~phage~bIL286,Unassigned,Unassigned,Unassigned,,Overlap (VC_287/VC_288),,,,,,,,,,
945,Lactococcus~phage~bIL311,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
951,Lactococcus~phage~phiLC3,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_288),,,,,,,,,,
952,Lactococcus~phage~r1t,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_288),,,,,,,,,,
953,Lactococcus~phage~ul36,Unassigned,Unassigned,Unassigned,,Overlap (VC_105/VC_150/VC_288),,,,,,,,,,
959,Lactococcus~virus~KSY1,Caudovirales,Podoviridae,Unassigned,,Singleton,,,,,,,,,,
1005,Listeria~phage~WIL-1,Caudovirales,Myoviridae,P100virus,,Outlier,,,,,,,,,,
1010,Listonella~phage~phiHSIC,Unassigned,Unassigned,Unassigned,,Overlap (VC_153/VC_156),,,,,,,,,,
1013,Mannheimia~phage~vB_MhM_3927AP2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1019,Marinomonas~phage~P12026,Unassigned,Unassigned,Unassigned,,Overlap (VC_47/VC_152/VC_156),,,,,,,,,,
1020,Mesorhizobium~phage~vB_MloP_Lo5R7ANS,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1021,Metallosphaera~turreted~icosahedral~virus,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1024,Microbacterium~phage~Min1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1028,Microviridae~Bog1249_12,Unassigned,Unassigned,Unassigned,,Overlap (VC_198/VC_199),,,,,,,,,,
1033,Microviridae~Fen4707_41,Unassigned,Unassigned,Unassigned,,Overlap (VC_197/VC_198),,,,,,,,,,
1037,Microviridae~Fen7918_21,Unassigned,Unassigned,Unassigned,,Overlap (VC_197/VC_198),,,,,,,,,,
1038,Microviridae~Fen7940_21,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1039,Microviridae~IME-16,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1040,Microviridae~phi-CA82,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1046,Mycobacterium~phage~39HC,Unassigned,Unassigned,Unassigned,,Overlap (VC_53/VC_55),,,,,,,,,,
1049,Mycobacterium~phage~Adawi,Caudovirales,Siphoviridae,Coopervirus,,Overlap (VC_53/VC_55),,,,,,,,,,
1050,Mycobacterium~phage~Adler,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1053,Mycobacterium~phage~Akoma,Unassigned,Unassigned,Unassigned,,Overlap (VC_53/VC_54/VC_55),,,,,,,,,,
1070,Mycobacterium~phage~Baee,Caudovirales,Siphoviridae,Acadianvirus,,Overlap (VC_53/VC_55),,,,,,,,,,
1071,Mycobacterium~phage~Bane1,Caudovirales,Siphoviridae,Coopervirus,,Overlap (VC_53/VC_55),,,,,,,,,,
1076,Mycobacterium~phage~Bernal13,Caudovirales,Siphoviridae,Bernal13virus,,Overlap (VC_262/VC_302),,,,,,,,,,
1077,Mycobacterium~phage~Bernardo,Caudovirales,Siphoviridae,Pipefishvirus,,Overlap (VC_53/VC_54/VC_55),,,,,,,,,,
1080,Mycobacterium~phage~Bipper,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1085,Mycobacterium~phage~BrownCNA,Caudovirales,Siphoviridae,Coopervirus,,Overlap (VC_53/VC_55),,,,,,,,,,
1102,Mycobacterium~phage~Chadwick,Unassigned,Unassigned,Unassigned,,Overlap (VC_274/VC_275),,,,,,,,,,
1109,Mycobacterium~phage~Conspiracy,Unassigned,Unassigned,Unassigned,,Overlap (VC_274/VC_275),,,,,,,,,,
1111,Mycobacterium~phage~Cooper,Caudovirales,Siphoviridae,Coopervirus,,Overlap (VC_53/VC_55),,,,,,,,,,
1114,Mycobacterium~phage~DS6A,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1120,Mycobacterium~phage~Dori,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1139,Mycobacterium~phage~Fredward,Unassigned,Unassigned,Unassigned,,Overlap (VC_274/VC_275),,,,,,,,,,
